idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388398577264,76a27861ea2a94e8d5db1e79ec3c95dfb889b054,1395615678442,1395615678442,0,37.4781,-5.95336,null,null,null,null
1388398577264,13c27e1793e3fd09418c3741aab66f2f66451e24,1395615785036,1395615785036,0,37.4781,-5.95336,null,null,null,null
1388398577264,1df65dde522c82cf23292d736c59641ae066fcbb,1395615829558,1395615806811,22747,37.4781,-5.95336,null,null,null,null
1388398577264,4bab8f39cb9159eda4432b5c861c4d67ca2df55a,1395615877601,1395615877601,0,37.4781,-5.95336,null,null,null,null
1388398577264,7853fbde21ee39f39365d0aca66b87ddc3c16e89,1395615974229,1395615974229,0,37.4781,-5.95336,null,null,null,null
1388398577264,d82190e08fffe5837bcc58199ab8962b44462ca8,1395615995681,1395615986541,9140,37.4781,-5.95336,null,null,null,null
1388398577264,9fde1d10262f15a35a75b9b834ec35597900a067,1395615993375,1395615993375,0,37.4781,-5.95336,null,null,null,null
1388398577264,1c4d5c578c07ca3c823a122798b4679ce1b57f92,1395616099010,1395616099010,0,37.4781,-5.95336,null,null,null,null
1388398577264,079302613d6c61c4d2deeefa66c140b8bcd15256,1395616170031,1395616170031,0,37.4781,-5.95336,null,null,null,null
1388398577264,9b503993f8f3f0e7955b7ee5334b3604f4a69a3d,1395616172043,1395616172043,0,37.4781,-5.95336,null,null,null,null
1388398577264,fed62e510bd2d2bb3bb88c7e3db52b8fc19f7d66,1395616258575,1395616258575,0,37.4781,-5.95336,null,null,null,null
1388398577264,c67aad23e18d02642d0b3610e05664ec7d425e5c,1395616289244,1395616289243,1,37.4781,-5.95336,null,null,null,null
1388398577264,95f2ee09796afa89978614b505ab5e2822c8463a,1395618041711,1395616330091,1711620,37.4781,-5.95336,null,null,null,null
1388398577264,56266749734e36d60000f5128764e3a80bbe03dc,1395616480210,1395616480168,42,37.4781,-5.95336,null,null,null,null
1388398577264,265a42635f58fcd42b0df2ea26a3b012aa42b374,1395616574126,1395616574126,0,37.4781,-5.95336,null,null,null,null
1388398577264,acd99b7080c72dacdcfb686e2c1d5c74122dbd0c,1395616641147,1395616641146,1,37.4781,-5.95336,null,null,null,null
1388398577264,56f395a7da2bdaad81ccf09961272a21c3f4551e,1395616793458,1395616733443,60015,37.4781,-5.95336,null,null,null,null
1388398577264,8ca82c8c1c2f0e29b94a9375cfda478e7f24be6d,1395616848278,1395616848278,0,37.4781,-5.95336,null,null,null,null
1388398577264,13e37b3c4d4ea8e22733f81cc931a1457fd188cb,1395616951429,1395616951429,0,37.4781,-5.95336,null,null,null,null
1388398577264,01bfe6812a38db483e94da5195b445a093811ae8,1395616998279,1395616998278,1,37.4781,-5.95336,null,null,null,null
1388398577264,5401950d33ed8717573a5947109fda58b629cdda,1395617136135,1395617136135,0,37.4781,-5.95336,null,null,null,null
1388398577264,7853fbde21ee39f39365d0aca66b87ddc3c16e89,1395617281388,1395617264256,17132,37.4781,-5.95336,null,null,null,null
1388398577264,9fde1d10262f15a35a75b9b834ec35597900a067,1395617418483,1395617418483,0,37.4781,-5.95336,null,null,null,null
1388398577264,ae1e5ea7a442e6017e249a7f2203b365c694a3ed,1395617595656,1395617595656,0,37.4781,-5.95336,null,null,null,null
1388398577264,9b8719570360b733d6e151d2db9c92ca1ce6f7b7,1395618378043,1395617602762,775281,37.4781,-5.95336,null,null,null,null
1388398577264,c8d118d1b0cc934cfbd814de97f885c85a7df796,1395617680772,1395617680772,0,37.4781,-5.95336,null,null,null,null
1388398577264,be078b95847b5b3354f431fe0b96c8e6226d120b,1395617806262,1395617806262,0,37.4781,-5.95336,null,null,null,null
1388398577264,449002722d715c691ebf8ecd2000b63600aca600,1395617807094,1395617807093,1,37.4781,-5.95336,null,null,null,null
1388398577264,1b7ddbb7ca69a434395b833a152962870eda6769,1395618131383,1395618131382,1,37.4781,-5.95336,null,null,null,null
1388398577264,44f2bbd2752377c5b54e7e284443383d89cb527b,1395622865623,1395618139533,4726090,37.4781,-5.95336,null,null,null,null
1388398577264,f358dfc6cc0204d601c25241a2384cfd5c2cd070,1395618166404,1395618166404,0,37.4781,-5.95336,null,null,null,null
1388398577264,b2d69ca2f49a8d256d87811b5f277ed11425de08,1395618193031,1395618193031,0,37.4781,-5.95336,null,null,null,null
1388398577264,56f395a7da2bdaad81ccf09961272a21c3f4551e,1395618551455,1395618365480,185975,37.4781,-5.95336,null,null,null,null
1388398577264,8d0bce3e6bec3522965532bc04a8dea9bcacfbbc,1395618480245,1395618480245,0,37.4781,-5.95336,null,null,null,null
1388398577264,7853fbde21ee39f39365d0aca66b87ddc3c16e89,1395618554211,1395618554211,0,37.4781,-5.95336,null,null,null,null
1388398577264,4c60f07f8bfe23ebc0cc7ecb09325b5b3c27ccb2,1395618618554,1395618618554,0,37.4781,-5.95336,null,null,null,null
1388398577264,06c796dfb4ec7f112c0033f916d9ac71ebff1049,1395618648467,1395618644973,3494,37.4781,-5.95336,null,null,null,null
1388398577264,09c06ea4066c4e8323420fcf7e7236d0c5f4fc94,1395619229644,1395618654846,574798,37.4781,-5.95336,null,null,null,null
1388398577264,e34a3d97c6590ffc9ad889680d80f05b9f8cdda0,1395618913942,1395618909664,4278,37.4781,-5.95336,null,null,null,null
1388398577264,f14320928b6f74294965784565e8e6b0ab072332,1395619030793,1395619030793,0,37.4781,-5.95336,null,null,null,null
1388398577264,8d3e6e74b866626616ca13092cfccff9baa1247a,1395619048506,1395619032607,15899,37.4781,-5.95336,null,null,null,null
1388398577264,9fde1d10262f15a35a75b9b834ec35597900a067,1395621177298,1395619128642,2048656,37.4781,-5.95336,null,null,null,null
1388398577264,9b8719570360b733d6e151d2db9c92ca1ce6f7b7,1395619209969,1395619209969,0,37.4781,-5.95336,null,null,null,null
1388398577264,89ad6e35d1e767c8cfc10cf0817f9c5182079228,1395619231069,1395619231069,0,37.4781,-5.95336,null,null,null,null
1388398577264,55a117dffadbff770c2e7a859b746b48e39f62eb,1395619432043,1395619432043,0,37.4781,-5.95336,null,null,null,null
1388398577264,8381c5212b563c1120f759c8e191e210f7fd85fb,1395619573223,1395619573223,0,37.4781,-5.95336,null,null,null,null
1388398577264,7853fbde21ee39f39365d0aca66b87ddc3c16e89,1395619791198,1395619769217,21981,37.4781,-5.95336,null,null,null,null
1388398577264,85f423ef5bb8a7fb848c52ca18f786a7f84726c7,1395619983588,1395619902114,81474,37.4781,-5.95336,null,null,null,null
1388398577264,9b8719570360b733d6e151d2db9c92ca1ce6f7b7,1395620635628,1395620050991,584637,37.4781,-5.95336,null,null,null,null
1388398577264,a9be0b0a6e97e7722a39532b372b195078721185,1395620068653,1395620068653,0,37.4781,-5.95336,null,null,null,null
1388398577264,2d029498cba75b7825845dc5812e245d174e1057,1395620109271,1395620109271,0,37.4781,-5.95336,null,null,null,null
1388398577264,09c06ea4066c4e8323420fcf7e7236d0c5f4fc94,1395625558729,1395620130623,5428106,37.4781,-5.95336,null,null,null,null
