idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388397963712,d8252e74ef84318a7bafa1d94b28dceaa95fbc7e,1395615682442,1395615682441,1,37.5191,-5.98465,null,null,null,null
1388397963712,eda277e0423fa2e8b510b085460903309eabdac9,1395618362872,1395618362871,1,37.5191,-5.98465,null,null,null,null
1388397963712,d9b225985a5d3abe44d6b1c314c4834f9c623c1f,1395618972671,1395618511349,461322,37.5191,-5.98465,null,null,null,null
1388397963712,067a38a2f3f8a3b55ab1f53b39c3b0ca276f9df0,1395618559869,1395618559868,1,37.5191,-5.98465,null,null,null,null
1388397963712,9837b87f5821603c6be8b44dd75818d2849d5afd,1395619179798,1395619179797,1,37.5191,-5.98465,null,null,null,null
1388397963712,ad16815698dec4c23416176266c20c7511082d7d,1395619574097,1395619574096,1,37.5191,-5.98465,null,null,null,null
1388397963712,4ece1c4b56135516f362c87316620cc6e6e4f9db,1395619727931,1395619727930,1,37.5191,-5.98465,null,null,null,null
1388397963712,e1eafce0d6d407df4228be26a6ef8b892c68d42b,1395621355572,1395621355572,0,37.5191,-5.98465,null,null,null,null
1388397963712,98a89b766ede65e6e4041b564213f432462e7d53,1395621840091,1395621840091,0,37.5191,-5.98465,null,null,null,null
1388397963712,b08f8f2d4fbe77caecf58da2c4b94e7293d0baf2,1395623211052,1395623211052,0,37.5191,-5.98465,null,null,null,null
1388397963712,1d58b975c8069a52d9eae8e8a458a1ca2d85f8f7,1395623280656,1395623280656,0,37.5191,-5.98465,null,null,null,null
1388397963712,8a53637710d294d7a225f0611c107fbb0cb52201,1395626259933,1395624088996,2170937,37.5191,-5.98465,null,null,null,null
1388397963712,99e284bf68b8a76f69549943dd8f6c5c144ce516,1395624223070,1395624139169,83901,37.5191,-5.98465,null,null,null,null
1388397963712,f9369eae1f6e28ac3dd79f91c36e20afa6bf592d,1395624154394,1395624154394,0,37.5191,-5.98465,null,null,null,null
1388397963712,1d58b975c8069a52d9eae8e8a458a1ca2d85f8f7,1395624427633,1395624427632,1,37.5191,-5.98465,null,null,null,null
1388397963712,1d58b975c8069a52d9eae8e8a458a1ca2d85f8f7,1395628950972,1395626339510,2611462,37.5191,-5.98465,null,null,null,null
1388397963712,b08f8f2d4fbe77caecf58da2c4b94e7293d0baf2,1395644895332,1395626346571,18548761,37.5191,-5.98465,null,null,null,null
1388397963712,48f2560e94ada6ca1aa536515773cc0813efec17,1395628857614,1395628857614,0,37.5191,-5.98465,null,null,null,null
1388397963712,1d58b975c8069a52d9eae8e8a458a1ca2d85f8f7,1395634151044,1395629776279,4374765,37.5191,-5.98465,null,null,null,null
1388397963712,1d58b975c8069a52d9eae8e8a458a1ca2d85f8f7,1395644579094,1395635478116,9100978,37.5191,-5.98465,null,null,null,null
1388397963712,d12d103983d23f3d9f0b74168d8985afe620bc34,1395636349850,1395636349850,0,37.5191,-5.98465,null,null,null,null
1388397963712,913ba28440ba8494245b994028e90053b03b0714,1395636653993,1395636653993,0,37.5191,-5.98465,null,null,null,null
1388397963712,9a439ab983f311b6843663c83af75e420c2ee8c5,1395637793540,1395637793540,0,37.5191,-5.98465,null,null,null,null
1388397963712,2309162f232d831afa4a3d8700a26739e085c69a,1395638052753,1395638052752,1,37.5191,-5.98465,null,null,null,null
1388397963712,4bd698f59fe039414f06802b551d7c8b7cafaded,1395638401626,1395638401626,0,37.5191,-5.98465,null,null,null,null
1388397963712,fe1b5ac28eaec5965fb10ff488442bbeac164097,1395638989774,1395638454447,535327,37.5191,-5.98465,null,null,null,null
1388397963712,28c897f50904a6c13c8f495513ce2ac6d0badda4,1395638735867,1395638735867,0,37.5191,-5.98465,null,null,null,null
1388397963712,91d047a23b82fcaaee4ae851b01fff48788c6321,1395638782229,1395638782228,1,37.5191,-5.98465,null,null,null,null
1388397963712,96a7cc9f067582b406a647ff487df863f189c0d9,1395638938945,1395638938944,1,37.5191,-5.98465,null,null,null,null
1388397963712,f748b50fd1b7b044a9dc43d9c33578317e3f3e5f,1395638974533,1395638974532,1,37.5191,-5.98465,null,null,null,null
