idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388397694740,3a14b231256a121dfd2c438497c9330ba9fbeacd,1395615700443,1395615700443,0,37.5897,-5.73141,null,null,null,null
1388397694740,91a890e951074d2e6a8b8daf8c97fe51942c1995,1395616595406,1395616595405,1,37.5897,-5.73141,null,null,null,null
1388397694740,7bda3a8998f02969e78f4e4d7917fd4bc09ca739,1395616678912,1395616640584,38328,37.5897,-5.73141,null,null,null,null
1388397694740,9c5efcf77f10d7dd2a4b8318d2a6f27aa32c640d,1395617573706,1395616761792,811914,37.5897,-5.73141,null,null,null,null
1388397694740,e4808a98ae8045c9ee1ffd6ee6a3e961413feac4,1395617366256,1395617366255,1,37.5897,-5.73141,null,null,null,null
1388397694740,cb766928138a5cf8785c0a0c5eda852585b2ef94,1395617559816,1395617559816,0,37.5897,-5.73141,null,null,null,null
1388397694740,625995774a31fbceb951905be7b338dfdd947959,1395617774063,1395617774062,1,37.5897,-5.73141,null,null,null,null
1388397694740,7ee935f5f3dee3b9e1b5aa164f84788ad3b6cf61,1395618465090,1395617899482,565608,37.5897,-5.73141,null,null,null,null
1388397694740,4c6c9509fa0e6695606d9ad66e0c4629de284760,1395618021975,1395618021974,1,37.5897,-5.73141,null,null,null,null
1388397694740,b4a05691695a667afb944f0d1bf2a4d27a6d02d2,1395618757845,1395618757844,1,37.5897,-5.73141,null,null,null,null
1388397694740,d552c42ee79cf5427addc5cea2cd005834dad725,1395625203332,1395618905967,6297365,37.5897,-5.73141,null,null,null,null
1388397694740,91a890e951074d2e6a8b8daf8c97fe51942c1995,1395619308701,1395619308700,1,37.5897,-5.73141,null,null,null,null
1388397694740,7ee935f5f3dee3b9e1b5aa164f84788ad3b6cf61,1395620176483,1395619606318,570165,37.5897,-5.73141,null,null,null,null
1388397694740,5cf73653183663428a5be41b46c4e5d07019be81,1395620734161,1395620444329,289832,37.5897,-5.73141,null,null,null,null
1388397694740,fd66d98b2feaef01f6719e1d61f40e9e72aa41bc,1395620757555,1395620734177,23378,37.5897,-5.73141,null,null,null,null
1388397694740,307029bd149fb18b9b02305b4ba89977c6e573c0,1395621608773,1395621608772,1,37.5897,-5.73141,null,null,null,null
1388397694740,5cf73653183663428a5be41b46c4e5d07019be81,1395638700650,1395621869856,16830794,37.5897,-5.73141,null,null,null,null
1388397694740,1b81de05e8a6801045fa46b852a8922e024f0fe3,1395622394140,1395622394139,1,37.5897,-5.73141,null,null,null,null
1388397694740,91a890e951074d2e6a8b8daf8c97fe51942c1995,1395622484199,1395622484198,1,37.5897,-5.73141,null,null,null,null
1388397694740,7ee935f5f3dee3b9e1b5aa164f84788ad3b6cf61,1395623030094,1395622744112,285982,37.5897,-5.73141,null,null,null,null
1388397694740,7ee935f5f3dee3b9e1b5aa164f84788ad3b6cf61,1395643570246,1395623885506,19684740,37.5897,-5.73141,null,null,null,null
1388397694740,a984e05f0e1e1242595e800e89d189673b3a068d,1395624550678,1395624550678,0,37.5897,-5.73141,null,null,null,null
