idNodo,idDispositivo,tfin tinicio,tdiferencia,latitud,longitud,majordeviceclass,minordeviceclass,serviceclass,fabricante
1388398219644,d7eb5a5abc6e4b37a08875cac2ca038d6290af98,1395645892893,1395645892891,2,37.5841,-5.96834,null,null,null,null
1388398219644,48f8d81bce3897d22cb4103a122d2e19b0e7d80e,1395645976614,1395645976613,1,37.5841,-5.96834,null,null,null,null
1388398219644,a7a728a39a65315324e52ec7b8e76a566fb8c9a2,1395646739578,1395646074661,664917,37.5841,-5.96834,null,null,null,null
1388398219644,e385fcbfb95a6c82abe286563a15330f490dea73,1395646118984,1395646118983,1,37.5841,-5.96834,null,null,null,null
1388398219644,30d15a003dd4973ce4d8488e460a43fddccacfec,1395646453507,1395646171588,281919,37.5841,-5.96834,null,null,null,null
1388398219644,3f98b6255ef1f21f03dffb7f1b28ed704c212355,1395646184032,1395646184031,1,37.5841,-5.96834,null,null,null,null
1388398219644,daf3dedece4885c6a535088fa3d703e8376b3df7,1395646496960,1395646210933,286027,37.5841,-5.96834,null,null,null,null
1388398219644,bf1be0969be41284f3dc6efc8165ed528ee49149,1395646326861,1395646326859,2,37.5841,-5.96834,null,null,null,null
1388398219644,70b9300f0caef33e6ed9d3f227ccd76ca5667832,1395646338015,1395646338013,2,37.5841,-5.96834,null,null,null,null
1388398219644,d821fdae1eee883b8d01966c6fb9a4ef8898b41b,1395646435905,1395646435904,1,37.5841,-5.96834,null,null,null,null
1388398219644,d4ccede689dde0f9bfb2394d9ab514a45dab898f,1395646751236,1395646487937,263299,37.5841,-5.96834,null,null,null,null
1388398219644,4f0c16bfcea451890c3cd3b87451a08ed36085c2,1395646505488,1395646505487,1,37.5841,-5.96834,null,null,null,null
1388398219644,377f9ea111744336e6a101b21e1ca524404d9ce5,1395646524545,1395646524544,1,37.5841,-5.96834,null,null,null,null
1388398219644,03cc64be379b2c42bfb35c1b1b3f458b1bf187e4,1395646561800,1395646561799,1,37.5841,-5.96834,null,null,null,null
1388398219644,23a116e8d992213d9a19cd2d26661044ecf458b9,1395646686444,1395646686443,1,37.5841,-5.96834,null,null,null,null
