Tipo;Estación;Calzada;Carriles;Provincia;Población;Carretera;PK;Total;Moto;Lige;Bus;Camión;Pesa;Días
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;2003;18130;124;15086;150;2770;001
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;2002;17992;0;15078;112;2802;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;2001;17524;0;14652;110;2762;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;2000;17724;0;14144;138;3442;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1999;15540;0;13024;96;2420;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1998;14482;0;12326;82;2074;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1997;13664;0;11384;88;2192;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1996;13146;0;11082;80;1984;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1995;13406;0;11276;82;2048;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1994;12740;0;10728;78;1934;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1993;13114;0;11108;78;1928;365
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1992;14254;0;11804;94;2356;001
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1991;14680;0;12008;104;2568;001
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1990;14968;0;12034;114;2820;001
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1989;13878;0;11228;108;2542;001
Peajes;T-504-3;Total;2+2;T;VILLARODONA;AP-2;224,61;1988;11780;0;9814;80;1886;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2013;40212;242;32455;1574;5761;000
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2012;42032;168;34260;1868;5614;000
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2011;46236;140;37892;1364;6708;000
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2010;49152;194;40574;1246;6986;000
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2009;50550;200;41725;1284;7185;0
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2008;57489;266;46922;1397;4382;-9.77
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2007;57338;410;45512;354;11062;4.8
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2006;55930;398;44639;436;10457;7,15
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2005;53226;354;42706;472;9694;-0,4
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2004;53159;330;42622;458;9749;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2003;52766;360;42538;438;9430;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2002;51580;0;41884;378;9318;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2001;50322;0;40964;364;8994;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;2000;49280;0;39278;390;9612;15,38
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1999;46604;0;37936;338;8330;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1998;44296;0;36280;312;7704;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1997;43106;0;35606;292;7208;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1996;40984;0;34304;260;6420;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1995;41338;0;34682;260;6396;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1994;39234;0;32998;242;5994;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1993;38526;0;32748;224;5554;365
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1992;39974;0;33580;248;6146;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1991;40726;0;34006;262;6458;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1990;40074;0;33182;268;6624;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1989;38710;0;32246;254;6210;001
Peajes;T-505-3;Total;2+2;T;VILLAFRANCA SUR;AP-7N;209,91;1988;34428;0;29024;212;5192;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2013;33507;202;27121;1312;4722;000
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2012;34681;138;28297;1540;4606;000
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2011;38097;114;31321;1124;5430;000
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2010;40239;160;33393;1020;5546;000
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2009;41187;162;34188;1046;5669;0
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2008;45993;208;37626;1114;6651;0
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2007;45870;330;36506;280;8754;1
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2006;44893;320;35912;350;8311;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2005;42780;284;34325;380;7791;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2004;41645;258;33350;360;7677;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2003;40642;278;32682;338;7344;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2002;39424;0;31934;300;7190;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2001;38010;0;30942;284;6784;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;2000;36354;0;29338;282;6734;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1999;35246;0;28550;268;6428;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1998;32984;0;26916;242;5826;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1997;31956;0;26396;222;5338;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1996;30180;0;25260;198;4722;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1995;30354;0;25498;194;4662;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1994;29052;0;24520;182;4350;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1993;28220;0;24100;166;3954;365
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1992;28658;0;24304;174;4180;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1991;29080;0;24632;178;4270;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1990;28082;0;23730;174;4178;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1989;27618;0;23422;168;4028;001
Peajes;T-506-3;Total;2+2;T;ENL. AUT. EBRO;AP-7N;216,23;1988;25134;0;21390;150;3594;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2013;37637;226;30664;1474;5111;000
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2012;38793;154;31865;1724;4944;000
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2011;42143;126;34860;1244;5799;000
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2010;45475;180;38109;1152;5906;000
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2009;45455;180;37771;1154;6216;0
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2008;52626;237;43408;1275;7674;0
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2007;52490;367;42379;302;9442;1
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2006;49998;356;40429;390;8823;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2005;47010;312;38048;418;8232;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2004;45165;280;36439;390;8056;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2003;43380;296;35058;360;7666;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2002;41690;0;33894;304;7492;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2001;39248;0;31948;284;7016;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;2000;37432;0;30172;282;6978;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1999;34852;0;28056;264;6532;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1998;30942;0;24910;234;5798;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1997;28052;0;22752;206;5094;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1996;26256;0;21688;178;4390;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1995;26050;0;21544;176;4330;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1994;24494;0;20354;162;3978;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1993;23270;0;19594;144;3532;365
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1992;24002;0;20042;154;3806;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1991;24294;0;20238;158;3898;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1990;23484;0;19516;154;3814;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1989;23068;0;19240;150;3678;001
Peajes;T-507-3;Total;2+2;T;VENDRELL;AP-7N;226,08;1988;20050;0;16742;130;3178;001
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2013;946;0;790;0;152;000
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2012;880;0;745;0;131;000
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2011;1252;4;1054;36;154;000
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2010;1353;5;1161;34;150;000
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2009;1382;0;1201;0;176;0
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2008;1557;0;1353;0;92;0
Peajes;AL-501-3;Total;2+2;AL;;AP-7;895,00;2007;1625;108;1315;6;196;1
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2013;34030;206;29411;1332;2987;000
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2012;34444;138;29830;1530;2884;000
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2011;38079;114;32901;1124;3864;000
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2010;42765;170;36770;1084;4641;000
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2009;48956;194;40808;1244;6568;0
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2008;58892;263;48495;1436;3593;-12.59
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2007;58742;408;46740;359;11235;4.75
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2006;55647;396;44183;434;10634;4,76
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2005;52561;350;41646;466;10099;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2004;50348;312;39614;434;9988;1,08
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2003;48860;334;38216;406;9904;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2002;46766;0;36806;372;9588;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2001;43830;0;34452;350;9028;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;2000;40972;0;32164;328;8480;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1999;33038;0;26398;248;6392;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1998;28966;0;23144;216;5606;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1997;26282;0;21132;192;4958;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1996;24454;0;20028;166;4260;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1995;24332;0;19978;162;4192;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1994;22468;0;18492;148;3828;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1993;21690;0;18090;134;3466;365
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1992;22052;0;18260;142;3650;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1991;22260;0;18364;146;3750;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1990;21700;0;17794;146;3760;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1989;21970;0;18126;148;3696;001
Peajes;T-508-3;Total;2+2;T;ALTAFULLA;AP-7N;239,68;1988;19302;0;15964;128;3210;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2013;29236;176;25387;1144;2453;000
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2012;29107;116;25268;1293;2378;000
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2011;32409;98;28050;956;3241;000
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2010;41341;164;36181;1048;3864;000
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2009;41207;162;34220;1046;5657;0
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2008;50618;227;41745;1234;3093;0
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2007;50486;354;39948;316;9868;3.49
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2006;48402;344;38217;378;9463;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2005;45445;302;35827;404;8912;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2004;43920;272;34425;378;8845;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2003;44038;302;34312;366;9058;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2002;43118;0;33762;358;8998;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2001;40146;0;31274;338;8534;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;2000;36716;0;28602;310;7804;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1999;28606;0;22772;222;5612;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1998;24860;0;19790;194;4876;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1997;22666;0;18134;172;4360;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1996;21406;0;17490;150;3766;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1995;21548;0;17670;148;3730;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1994;20064;0;16494;136;3434;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1993;19562;0;16296;124;3142;365
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1992;20122;0;16662;132;3328;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1991;20540;0;16946;138;3456;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1990;20114;0;16514;138;3462;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1989;19490;0;16040;134;3316;001
Peajes;T-509-3;Total;2+2;T;TARRAGONA;AP-7N;249,58;1988;17124;0;14144;116;2864;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2013;21463;130;18429;840;2000;000
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2012;22148;88;19051;984;1983;000
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2011;24694;74;21269;728;2573;000
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2010;35823;142;31778;908;2931;000
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2009;31884;126;26310;810;4540;0
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2008;41422;368;34328;2000;3318;0
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2007;41220;295;32989;246;7690;1
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2006;40257;286;32155;314;7502;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2005;38039;252;30255;338;7194;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2004;37432;232;29601;322;7277;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2003;38028;260;29972;316;7480;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2002;37882;0;30004;314;7564;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2001;35832;0;28200;304;7328;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;2000;33322;0;26158;286;6878;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1999;26886;0;21536;214;5136;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1998;23176;0;18542;184;4450;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1997;21108;0;16950;166;3992;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1996;19744;0;16132;144;3468;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1995;20002;0;16382;144;3476;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1994;18532;0;15216;132;3184;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1993;18156;0;15106;122;2928;365
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1992;18650;0;15424;128;3098;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1991;18898;0;15592;132;3174;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1990;18154;0;14904;130;3120;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1989;17656;0;14586;120;2950;001
Peajes;T-510-3;Total;2+2;T;REUS;AP-7N;254,82;1988;16578;0;13694;114;2770;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2013;14749;88;12249;578;1778;000
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2012;15653;62;12985;696;1870;000
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2011;18026;54;15105;532;2289;000
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2010;20170;80;16834;512;2686;000
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2009;24170;96;19850;614;3534;0
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2008;33029;292;27377;1594;2646;0
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2007;32864;231;26401;193;6039;1
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2006;31635;224;25410;246;5755;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2005;28976;192;23221;256;5307;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2004;28362;176;22599;244;5343;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2003;27760;190;22156;230;5184;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2002;27178;0;21852;200;5126;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2001;26276;0;20942;200;5134;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;2000;24506;0;19484;188;4834;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1999;22864;0;18316;170;4378;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1998;19608;0;15688;146;3774;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1997;17390;0;14000;126;3264;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1996;16080;0;13138;110;2832;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1995;16418;0;13446;112;2860;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1994;15576;0;12804;104;2668;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1993;15230;0;12686;96;2448;365
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1992;15688;0;12974;102;2612;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1991;15938;0;13150;104;2684;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1990;15122;0;12280;106;2736;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1989;14876;0;12302;102;2472;001
Peajes;T-511-3;Total;2+2;T;SALOU;AP-7N;254,82;1988;13260;0;10980;90;2190;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2013;16976;102;14499;664;1659;000
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2012;14851;60;12222;660;1869;000
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2011;17852;54;14866;526;2360;000
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2010;18788;74;15560;476;2622;000
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2009;22747;90;18430;578;3571;0
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2008;27087;2;21263;12;1937;0
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2007;30868;220;23894;209;6545;1
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2006;30145;214;23534;236;6161;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2005;27429;182;21624;244;5379;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2004;26744;166;20988;230;5360;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2003;25902;176;20338;214;5174;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2002;25306;0;20094;196;5016;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2001;24488;0;19592;184;4712;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;2000;22856;0;18240;174;4442;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1999;21164;0;17016;156;3992;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1998;18410;0;14858;134;3418;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1997;16096;0;13248;106;2742;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1996;14928;0;12554;90;2284;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1995;15008;0;12578;92;2338;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1994;14286;0;12028;86;2172;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1993;14072;0;11976;78;2018;365
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1992;14742;0;12472;86;2184;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1991;14962;0;12628;88;2246;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1990;14306;0;12088;84;2134;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1989;14224;0;12120;82;2022;001
Peajes;T-513-3;Total;2+2;T;CAMBRILS;AP-7N;273,15;1988;12636;0;10754;72;1810;001
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2013;16184;98;13189;634;2193;000
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2012;17140;68;13920;762;2340;000
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2011;17009;52;14053;502;2356;000
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2010;21977;86;17900;558;3361;000
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2009;23468;92;18955;596;3743;0
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2008;26239;1;20492;67;1676;0
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2007;28902;204;22148;203;6347;1
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2006;27925;198;21606;218;5903;001
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2005;25670;170;20135;228;5137;001
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2004;25188;156;19642;216;5174;001
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2003;24410;166;19020;202;5022;001
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2002;23568;0;18550;192;4826;365
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2001;22186;0;17572;176;4438;365
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;2000;20558;0;16180;168;4210;365
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;1999;19022;0;15086;150;3786;365
Peajes;T-514-3;Total;2+2;T;HOSPITALET;AP-7N;289,15;1998;16612;0;13190;130;3292;365
