Tipo;Estación;Calzada;Carriles;Provincia;Población;Carretera;PK;Total;Moto;Lige;Bus;Camión;Pesa;Días
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2010;25874;86;19632;105;5843;044
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2009;26808;140;20884;102;5489;42
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2008;27145;89;21249;83;1792;28
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2007;27701;111;21434;86;6070;040
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2006;23384;105;17668;91;5520;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2005;25078;68;19075;93;5842;041
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2004;25634;81;19858;68;5627;032
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2003;24892;77;18734;91;5990;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2002;23574;76;17450;89;5959;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2001;23211;85;17086;95;5945;032
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;2000;21376;124;15882;80;5290;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1999;23322;105;16726;57;6434;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1998;20279;77;14935;86;5181;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1997;25750;72;17597;85;7996;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1996;21596;139;15062;92;6303;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1995;21413;92;14318;84;6919;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1994;21125;145;14428;92;6460;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1993;20582;120;13875;136;6451;035
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1992;20919;143;14660;104;6012;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1991;21596;134;14544;119;6799;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1990;19542;126;14206;113;5097;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1989;18741;112;13118;108;5403;042
Primarias;CS-5-1;Total;1+1;CS;ALQUERIAS DEL NIÑO P;N-340;962,88;1988;17591;92;11515;101;5883;042
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2013;10988;34;9838;108;967;000
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2012;10610;22;9519;148;860;280
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2011;12233;14;11062;73;1021;252
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2010;11942;12;10532;86;1237;054
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2009;11176;12;9877;75;1150;35
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2008;11570;48;10017;173;921;42
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2007;15572;145;13806;38;1583;028
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2006;13950;17;12450;43;1440;042
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2005;15144;14;13761;63;1306;035
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2004;14974;54;13549;141;1230;040
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2003;12293;47;10933;95;1218;042
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2002;10225;19;9138;62;1006;026
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2001;9156;14;6812;74;2256;001
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;2000;8848;12;6432;103;2301;001
Primarias;CU-105-1;Total;2+2;CU;SISANTE;A-31;14,11;1999;8719;20;7786;67;846;020
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2013;993;3;868;1;116;000
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2012;1037;6;888;0;133;076
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2011;1121;5;952;0;158;064
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2010;1147;2;956;4;177;058
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2009;1269;4;1036;2;214;41
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2008;1262;13;1030;2;97;42
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2007;1264;11;1085;6;162;021
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2006;1206;2;1006;2;196;035
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2005;1043;4;918;0;121;010
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2004;1056;3;913;2;138;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2003;935;1;843;1;90;010
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2002;929;5;797;6;121;011
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2001;670;6;498;6;160;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;2000;786;4;688;5;89;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1999;811;2;728;4;77;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1998;758;3;676;4;75;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1997;774;3;669;5;97;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1996;628;3;548;4;73;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1995;661;2;600;4;55;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1994;562;13;476;9;64;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1993;522;2;474;10;36;010
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1992;637;16;579;7;35;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1991;561;8;498;5;50;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1990;707;4;655;2;46;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1989;463;8;397;15;43;012
Primarias;CU-11-1;Total;1+1;CU;CAÑAVERAS;N-320;180,22;1988;571;5;478;8;80;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2013;3777;12;3521;13;229;000
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2012;3988;29;3749;24;179;071
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2011;4197;25;3911;23;235;053
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2010;4479;11;4176;21;269;056
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2009;4608;10;4240;22;334;35
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2008;4971;0;4540;0;408;34
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2007;4662;43;4267;13;339;021
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2006;4299;10;3973;23;293;042
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2005;4386;22;4009;30;325;010
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2004;4349;21;3965;25;338;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2003;4081;16;3809;19;237;010
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2002;3782;61;3450;35;236;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2001;3775;65;3443;36;231;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;2000;3043;47;2771;24;201;004
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1999;4272;52;4002;28;190;006
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1998;3584;56;3308;29;191;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1997;3042;34;2798;23;187;010
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1996;2718;66;2495;30;127;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1995;2608;65;2388;34;121;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1994;2611;22;2416;17;156;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1993;2286;9;2142;18;117;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1992;2182;30;2049;21;82;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1991;2273;15;2116;20;122;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1990;2052;13;1897;17;125;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1989;2043;12;1858;29;144;012
Primarias;CU-13-1;Total;1+1;CU;VILLAR DE OLALLA;N-420;417,00;1988;2025;15;1809;53;148;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2013;19673;28;16678;147;2726;000
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2012;20579;29;17612;204;2585;073
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2011;21069;32;17639;202;3032;067
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2010;22810;25;19191;147;3319;056
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2009;23535;41;19751;170;3474;39
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2008;25410;72;20169;638;2364;42
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2007;31618;295;27011;100;4212;021
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2006;30014;8;25963;116;3927;028
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2005;25908;276;22855;185;2592;010
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2004;23921;181;20961;216;2563;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2003;19198;66;16292;153;2687;010
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2002;18813;11;15970;83;2749;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2001;17455;15;14760;110;2570;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;2000;15698;16;11796;168;3718;001
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1999;15248;14;12356;66;2812;000
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1998;14860;15;12584;104;2157;000
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1997;14431;15;12218;101;2097;010
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1996;14648;10;12642;60;1936;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1995;13709;11;11994;85;1619;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1994;12017;110;9853;177;1877;012
Primarias;CU-16-1;Total;2+2;CU;VILLARES S.;A-3;133,94;1993;14350;11;12996;75;1268;002
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2013;1419;3;1034;19;353;000
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2012;1370;6;1003;16;337;067
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2011;1458;5;1109;19;316;070
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2010;1379;7;1084;16;266;057
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2009;1706;3;1225;14;450;42
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2008;1894;4;1320;43;106;35
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2007;1882;17;1329;20;516;028
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2006;1798;2;1196;16;584;035
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2005;1687;2;1126;17;542;035
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2004;1496;4;997;20;475;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2003;1428;4;1058;13;353;035
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2002;1333;18;906;145;264;037
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2001;1307;18;924;147;218;017
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;2000;1473;17;1065;150;241;016
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1999;1457;17;1071;143;226;027
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1998;12740;18;10153;166;2403;000
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1997;12371;17;9857;161;2336;012
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1996;11144;20;7657;170;3297;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1995;10251;18;6813;165;3255;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1994;10898;57;7670;124;3047;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1993;8397;0;5799;0;2598;021
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1992;9951;50;7250;102;2549;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1991;7894;40;5203;115;2536;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1990;10926;38;8291;114;2483;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1989;11038;41;8523;122;2352;042
Primarias;CU-18-1;Total;1+1;CU;GRAJA DE INIESTA;N-3;220,94;1988;11754;0;9197;0;2557;042
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2013;4537;14;2909;47;1513;000
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2012;4589;18;2923;37;1547;328
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2011;4986;9;3169;45;1698;352
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2010;5111;4;3257;35;1754;217
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2009;5327;5;3341;34;1881;100
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2008;6613;0;4207;2;840;0
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2007;6750;12;3976;64;2698;000
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2006;6610;11;3922;28;2649;042
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2005;7134;16;3930;64;3124;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2004;6817;21;3649;52;3095;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2003;6490;19;3573;36;2862;010
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2002;6329;47;3117;85;3080;010
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2001;5272;47;3170;76;1979;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;2000;6255;34;3943;46;2232;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1999;6086;56;3910;86;2034;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1998;6290;40;3840;65;2345;000
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1997;6119;39;3732;63;2285;011
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1996;5608;30;3290;42;2246;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1995;5792;45;3843;67;1837;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1994;5736;49;3542;119;2026;012
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1993;7500;0;5381;73;2046;000
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1992;12361;25;9791;90;2455;001
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1991;11998;39;9341;128;2490;001
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1990;11751;39;8680;140;2892;001
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1989;12645;35;9503;131;2976;001
Primarias;CU-20-1;Total;1+1;CU;PROVENCIO;N-301;168,67;1988;8594;25;6315;83;2171;001
Primarias;CU-30-1;Total;2+1;CU;MINGLANILLA;N-3;235,00;2013;297;5;229;6;56;000
Primarias;CU-30-1;Total;2+1;CU;MINGLANILLA;N-3;235,00;2012;270;2;231;12;24;067
Primarias;CU-30-1;Total;2+1;CU;MINGLANILLA;N-3;235,00;2011;308;6;266;9;27;072
Primarias;CU-30-1;Total;2+1;CU;MINGLANILLA;N-3;235,00;2010;313;1;278;8;26;057
Primarias;CU-30-1;Total;2+1;CU;MINGLANILLA;N-3;235,00;2009;428;3;346;13;63;35
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2013;4819;6;4466;66;268;000
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2012;4896;25;4553;53;261;065
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2011;5200;20;4807;53;304;072
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2010;5564;11;5139;46;338;063
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2009;5467;20;4948;36;437;42
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2008;5780;52;5308;26;456;41
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2007;5716;52;5210;4;450;021
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2006;4384;37;3952;27;368;001
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2005;5500;20;4644;47;789;001
Primarias;CU-305-1;Total;2+2;CU;CUENCA;A-40;302,01;2004;3500;6;3142;41;311;001
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2013;3780;9;3466;30;265;000
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2012;3822;13;3518;39;243;075
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2011;4260;12;3901;27;310;070
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2010;4459;6;4067;21;347;055
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2009;4783;12;4148;27;569;42
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2008;4841;9;4243;32;653;42
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2007;3257;29;2968;8;252;000
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2006;4342;36;4149;14;143;001
Primarias;CU-307-1;Total;2+2;CU;VILLAR DEL HORNO;A-40;278,21;2005;3573;13;3016;31;513;001
Secundarias;A-111-2;Total;2+2;A;ALICANTE;A-70;15,10;2013;72451;441;67110;451;4307;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2013;38533;160;35897;255;2148;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2012;40042;170;37133;184;2477;021
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2011;46743;371;42449;299;3513;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2010;57509;376;51538;360;5091;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2009;50452;120;40778;196;8978;0
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2008;47252;165;38597;285;4071;0
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2007;49480;291;43213;236;5740;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2006;48246;305;42116;262;5563;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2005;46673;129;37643;304;8597;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2004;48829;98;40459;250;8022;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2003;44158;84;36424;256;7394;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2002;28986;172;24303;230;4281;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2001;25456;280;20964;340;3872;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;2000;24366;76;20132;178;3980;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;1999;23839;260;19046;198;4335;000
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;1998;24541;266;22101;241;1933;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;1997;24236;251;21658;245;2082;001
Secundarias;A-200-2;Total;3+3;A;ALICANTE;A-31;235,95;1996;24136;290;21733;241;1872;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2013;28483;419;23624;101;4228;000
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2012;27906;238;23162;82;4330;035
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2011;32443;371;27162;84;4709;027
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2010;33704;320;27868;103;5273;018
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2009;31748;541;26080;105;4909;12
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2008;31961;420;26035;96;3892;10
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2007;31151;313;25322;79;5437;012
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2006;33150;538;28992;120;3500;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2005;32879;447;28825;129;3478;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2004;30888;439;26474;138;3837;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2003;29836;316;26148;104;3268;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2002;28707;347;24866;100;3394;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2001;15176;521;12513;79;2063;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;2000;14667;282;12041;72;2272;001
Secundarias;B-236-2;Total;1+1;B;VILLAFRANCA PENEDES;N-340;1.212,31;1999;14245;299;12078;51;1817;001
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2013;125353;1177;115070;518;8315;000
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2012;125972;1220;115129;479;8798;029
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2011;128075;1151;116315;565;9758;025
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2010;126565;1019;114702;469;10094;018
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2009;133813;1004;121741;475;10347;16
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2008;133953;1759;120760;501;2587;11
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2007;137594;2325;120096;587;14586;12.89
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2006;133083;2138;117504;2250;11191;-2,88
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2005;127375;1320;112215;3959;9881;-3,81
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2004;125319;1400;109530;1367;13022;13,51
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2003;109204;1243;95285;539;12137;012
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2002;99146;1138;85411;582;12015;012
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2001;105839;1040;92073;473;12253;4,72
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;2000;91570;948;78470;574;11578;91,12
Secundarias;B-240-2;Total;3+3;B;SANT VICENC DELS HOR;A-2;601,08;1999;50341;523;43460;295;6063;000
Secundarias;B-250-2;Total;3+3;B;MOLINS DE REI;N-340;1.243,21;2013;40662;1506;36099;364;2644;000
Secundarias;B-250-2;Total;3+3;B;MOLINS DE REI;N-340;1.243,21;2012;39799;1136;35391;396;2838;034
