Fecha,Origen,Destino,total,Diferencia,latitud_origen,longitud_origen,latitud_destino,longitud_destino
"2014-03-29 23:50:00",1351672500995,1351591868114,1,100.09900000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 23:30:00",1351591868114,1351672500995,1,72.43800000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 23:20:00",1351591868114,1351672500995,1,58.36600000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 23:15:00",1351591868114,1351672500995,1,72.99700000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 23:00:00",1351591868114,1351672500995,2,60.13300000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:45:00",1351591868114,1351672500995,1,54.13700000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:40:00",1351591868114,1351672500995,5,67.22960000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:35:00",1351591868114,1351591800440,1,292.04000000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:35:00",1351672500995,1351591868114,1,78.13600000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 22:30:00",1351591868114,1351672500995,1,66.87300000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:15:00",1351591800440,1351591868114,1,297.25300000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 22:15:00",1351591868114,1351672500995,3,68.72800000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:05:00",1351591868114,1351672500995,1,59.50800000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 22:00:00",1351672500995,1351591868114,1,84.80200000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 21:55:00",1351591868114,1351591800440,1,250.16300000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 21:55:00",1351591868114,1351672500995,2,76.80400000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 21:50:00",1351591800440,1351591868114,1,264.00400000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 21:50:00",1351672500995,1351591868114,1,93.08900000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 21:50:00",1351591868114,1351672500995,2,68.83900000,37.1974,-3.63599,37.1773,-3.59856
"2014-03-29 21:40:00",1351672500995,1351591868114,1,102.53700000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 21:35:00",1351672500995,1351591868114,2,93.65000000,37.1773,-3.59856,37.1974,-3.63599
"2014-03-29 21:35:00",1351591868114,1351672500995,1,67.76800000,37.1974,-3.63599,37.1773,-3.59856
